Unnamed: 7,ECSE,KG,1,2,3,4,5,6,7,8,9,10,11,12
Littlefork-Big Falls Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,34.0,33.0,31.0,26.0
Long Prairie-Grey Eagle Elementary,20.0,63.0,68.0,70.0,65.0,75.0,78.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
Long Prairie-Grey Eagle Secondary School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,90.0,79.0,74.0,76.0,75.0
Longfellow 45-15 District-Wide Elementary School,6.0,57.0,58.0,50.0,55.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Longfellow Alternative High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,11.0,40.0
Loring Elementary,3.0,52.0,36.0,51.0,45.0,52.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loring-Nicollet High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,44.0
LoveWorks Academy For Arts,0.0,19.0,19.0,18.0,22.0,18.0,17.0,20.0,14.0,15.0,0.0,0.0,0.0,0.0
Lowell Elementary,0.0,59.5,61.0,65.5,64.0,64.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lowell Elementary Spanish Immersion,0.0,58.0,65.0,63.0,53.0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucy Laney Elementary,25.0,53.0,54.0,68.0,51.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luverne Elementary,18.0,90.0,74.0,77.0,86.0,88.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luverne Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,92.0,77.0,0.0,0.0,0.0,0.0
Luverne Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,93.0,101.0,91.0
Lyle Elementary,1.0,15.0,24.0,22.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyle High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,24.0,14.0
Lyle Middle,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,19.0,31.0,0.0,0.0,0.0,0.0
Lynd Elementary,2.0,20.0,16.0,15.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynd Middle School,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,12.0,13.0,0.0,0.0,0.0,0.0
Lyndale Elementary,10.0,73.0,66.0,66.0,58.0,72.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACCRAY Elementary,19.0,45.0,59.0,60.0,49.0,60.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACCRAY Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,62.0,57.0,53.0,60.0,52.0,50.0
MAHNOMEN AREA LEARNING CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,9.0,3.0,4.0
MATEC,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,25.0,19.0,0.0,3.0,18.0,30.0
MCF-Moose Lake/Willow River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
"MCF-Red Wing, Maginnis High School",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,14.0,31.0
MENAHGA HIGH SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,88.0,77.0,77.0,67.0,50.0
MERC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,51.0
MERC Extended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
MMSA Elementary School,0.0,59.0,15.0,17.0,35.0,37.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMSA Secondary School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,33.0,31.0,34.0,33.0,29.0
MN Academy For The Blind,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,15.0
MN Academy For The Deaf,9.0,1.0,5.0,1.0,4.0,5.0,7.0,9.0,5.0,7.0,3.0,4.0,7.0,15.0
MN Correctional Facility-Lino Lakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MN Correctional Facility-Shakopee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MN Correctional Facility-St. Cloud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
MN Correctional Facility-Stillwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
MN River Valley ALC-Seatbased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,18.0,34.0
MN Valley Ed. Dist. Early Childhood,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNIC Online Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,39.0
MNVSS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,24.0,18.0,36.0
MORA ALTERNATIVE LEARNING CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0
MOUND WESTONKA HIGH SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,161.0,187.0,175.0,195.0
MPS Metro DT,0.0,0.0,3.0,6.0,4.0,3.0,4.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0
MPS Metro HA,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,4.0,2.0,6.0,6.0,3.0
MPS Online 6-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,42.0,37.0,46.0,61.0,75.0
MPS Online K-5,0.0,5.0,9.0,11.0,12.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSED Birth to 3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTS High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,18.0,29.0,37.0,18.0
MTS Pease Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,9.0
Mabel-Canton Elementary,5.0,26.0,15.0,17.0,28.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Mabel-Canton Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,13.0,21.0,27.0,14.0
Madelia Elementary,8.0,31.0,42.0,49.0,44.0,41.0,46.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
Madelia Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,50.0,52.0,52.0,36.0,43.0
Madison Elementary,0.0,89.5,92.5,101.0,88.5,79.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madison-Marietta-Nassau Elementary,8.0,25.0,29.0,28.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magelssen Elementary,10.0,39.0,47.0,50.0,42.0,43.0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahnomen Elementary,9.0,29.0,46.0,33.0,40.0,45.0,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahnomen Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,59.0,60.0,58.0,31.0,34.0
Mahtomedi Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,237.0,268.0,0.0,0.0,0.0,0.0
Mahtomedi Preschool,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahtomedi Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,289.0,298.0,280.0
Mankato Area Public Schools Center for Learning,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mankato East Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,368.0,318.0,302.0
Mankato West Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,296.0,320.0,283.0
Maple Grove Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,531.0,521.0,0.0,0.0,0.0,0.0
Maple Grove Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,639.0,570.0,568.0
Maple Lake Elementary,13.0,58.0,56.0,70.0,45.0,56.0,63.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
Maple Lake Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,57.0,73.0,64.0,63.0
Maple River Elementary,0.0,57.0,77.0,72.0,72.0,69.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maple River Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,65.0,72.0,72.0,83.0,66.0,63.0
Marble Early Childhood Center,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcy Elementary,5.0,60.0,67.0,79.0,73.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marine Area Community School,0.0,20.0,19.0,29.0,16.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marine Village School,0.0,21.0,21.0,17.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Career and Technical Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marshall County Central High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,43.0,40.0,26.0,35.0
Marshall Early Childhood Voluntary PreK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,225.0,217.0,225.0
Marshall Middle School,0.0,0.0,0.0,0.0,0.0,0.0,143.0,162.0,158.0,161.0,0.0,0.0,0.0,0.0
Martin County West Junior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,39.0,0.0,0.0,0.0,0.0
Martin County West Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,46.0,62.0,53.0
Math And Science Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,92.0,94.0,114.0,119.0,82.0,69.0
Matoska International,0.0,95.0,109.0,100.0,108.0,88.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxfield Elementary School,6.0,62.0,57.0,41.0,41.0,46.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayo Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,433.0,472.0,434.0
McGregor Area Learning Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
McGregor Elementary,9.0,39.0,22.0,24.0,20.0,33.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
McGregor Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,45.0,39.0,38.0,37.0,27.0
McGuire Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,274.0,310.0,0.0,0.0,0.0,0.0
McKinley Elementary,0.0,110.33333333333333,86.0,97.5,92.0,98.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meadow Lake Elementary,4.0,70.0,77.0,77.0,64.0,76.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meadow Ridge Elementary School,0.0,115.0,120.0,114.0,121.0,147.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meadowbrook Elementary,0.0,144.0,126.0,125.0,126.0,129.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meadowvale Elementary,0.0,88.0,80.0,94.0,98.0,82.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meadowview Elementary,29.0,84.0,96.0,98.0,104.0,98.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medford Elementary,0.0,64.0,68.0,65.0,73.0,74.0,78.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
Medford Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,79.0,72.0,65.0,63.0,54.0
Meeker-Wright Early Childhood Sp Ed,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melrose Elementary,26.0,83.0,86.0,68.0,84.0,60.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melrose Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,99.0,110.0,0.0,0.0,0.0,0.0
Melrose Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,122.0,116.0,121.0
Memorial High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,38.0,51.0,39.0
Memorial Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,43.0,0.0,0.0,0.0,0.0
Menahga Elementary,4.0,68.0,68.0,80.0,69.0,73.0,67.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
Mendota Elementary,0.0,64.0,75.0,70.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menlo Park Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,44.0
Menlo Park Academy Extended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Merritt Creek Academy,0.0,5.0,6.0,4.0,4.0,8.0,9.0,8.0,8.0,10.0,6.0,11.0,6.0,1.0
Merritt Elementary,13.0,45.0,38.0,36.0,45.0,46.0,47.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesabi Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,14.0
Mesabi East Elementary,8.0,59.0,53.0,60.0,59.0,75.0,59.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesabi East Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,69.0,74.0,67.0,70.0,49.0
Metro 2 Online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,30.0,28.0,40.0,32.0,28.0
Metro College Prep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,80.0,106.0,105.0
Metro Deaf School,6.0,11.0,11.0,8.0,7.0,8.0,9.0,11.0,13.0,15.0,5.0,10.0,14.0,13.0
Metro Heights Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,38.0,144.0
Mid State Ed Dist Steps Trans. Prog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Middle Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0
Middle Level Alternative Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0
Middle School ALC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0
Middle School Right Fit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,0.0,0.0,0.0,0.0
Middleton Elementary,0.0,90.0,70.0,92.0,115.0,111.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midway Star Academy,0.0,41.0,43.0,52.0,57.0,40.0,51.0,50.0,43.0,44.0,0.0,0.0,0.0,0.0
Midwest Special Education Cooperative,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mighty Oaks Early Learning School,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milaca 7-12 Online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,5.0,5.0
Milaca Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0
Milaca Elementary,65.0,99.0,112.0,122.0,107.0,97.0,133.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
Milaca Secondary High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,131.0,122.0,125.0,131.0,106.0
Milroy Elementary,0.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Miltona Elementary,0.0,24.0,20.0,23.0,25.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Academy & Career Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,48.0
Minnehaha Elementary,13.0,55.0,68.0,67.0,60.0,53.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneota Elementary,5.0,42.0,33.0,42.0,29.0,32.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneota Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,54.0,49.0,46.0,48.0,44.0
Minnesota Connections Academy 7-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,404.0,406.0,508.0,655.0,761.0
Minnesota Connections Academy K-6,0.0,85.0,108.0,111.0,120.0,135.0,154.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Excellence in Learning Academy,0.0,32.0,34.0,31.0,19.0,20.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota International Middle Charter School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,110.0,111.0,0.0,0.0,0.0,0.0
Minnesota New Country Elementary,0.0,8.0,10.0,8.0,10.0,16.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota New Country School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,28.0,23.0,27.0,23.0
Minnesota Online High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.0,70.0,128.0
Minnesota River School,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0
Minnesota Transitions Charter Elementary,0.0,9.0,14.0,11.0,10.0,9.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Valley School,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0
Minnesota Virtual Academy Elementary,0.0,64.0,67.0,58.0,69.0,76.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Virtual Academy High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,173.0,202.0,261.0
Minnesota Virtual Academy Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,109.0,135.0,0.0,0.0,0.0,0.0
Minnesota Virtual Schools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,45.0,55.0,65.0,109.0,182.0
Minnetonka East Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,432.0,440.0,0.0,0.0,0.0,0.0
Minnetonka Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0,852.0,892.0,879.0
Minnetonka West Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,439.0,451.0,0.0,0.0,0.0,0.0
Minnewashta Elementary,0.0,162.0,175.0,134.0,143.0,137.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnewaska Area Elementary,0.0,80.0,94.0,80.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnewaska Area Intermediate School,0.0,0.0,0.0,0.0,0.0,99.0,106.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnewaska Area Junior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,100.0,0.0,0.0,0.0,0.0
Minnewaska Area WIN Academy,0.0,0.0,2.0,3.0,2.0,2.0,4.0,7.0,5.0,5.0,3.0,5.0,2.0,1.0
Minnewaska Early Childhood Sp.Ed.,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnewaska Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,114.0,100.0,97.0
Mississippi Creative Arts Elementary,7.0,81.0,87.0,94.0,84.0,100.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi Elementary,0.0,62.0,87.0,88.0,74.0,65.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi Heights Elementary,0.0,127.0,118.0,155.0,133.0,133.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modern Montessori Charter School,0.0,29.0,31.0,28.0,29.0,28.0,18.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
Monroe Elementary,0.0,63.0,54.0,76.0,71.0,62.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Monroe Elementary School - Mathematics, Science and Children's Engineering",0.0,81.0,75.0,93.0,87.0,100.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montessori at Franklin District-Wide Elementary School,0.0,28.0,29.0,34.0,30.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montevideo Middle,0.0,0.0,0.0,0.0,0.0,0.0,91.0,114.0,106.0,111.0,0.0,0.0,0.0,0.0
Montevideo Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,108.0,85.0,104.0
Montgomery Pre K-8,24.0,39.0,47.0,48.0,50.0,62.0,65.0,68.0,112.0,91.0,0.0,0.0,0.0,0.0
Monticello Alternative Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0
Monticello Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,292.0,345.0,0.0,0.0,0.0,0.0
Monticello Nature Based Education,0.0,19.0,0.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monticello Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,355.0,340.0,309.0
Montrose Elementary School of Innovation,0.0,61.0,57.0,62.0,57.0,62.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moorhead Alternative Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,11.0,34.0,89.0
Moorhead High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,512.0,493.0,453.0
Moose Lake Elementary,7.0,41.0,41.0,44.0,43.0,42.0,33.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
Moose Lake Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,52.0,48.0,51.0,44.0,49.0
Mora Elementary School,40.0,126.0,130.0,101.0,116.0,101.0,130.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
Mora Middle Level ALC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Mora Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,123.0,131.0,136.0,127.0,102.0
Moreland Art/Health Science Magnet,0.0,70.0,76.0,74.0,73.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morris Area Elementary,17.0,90.0,85.0,61.0,82.0,81.0,79.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
Morris Area Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,91.0,84.0,87.0,97.0,76.0
Morris Bye Elementary,0.0,80.0,68.0,76.0,72.0,77.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morristown Elementary,0.0,0.0,0.0,0.0,0.0,0.0,68.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Motley-Staples Middle School,0.0,0.0,0.0,0.0,0.0,0.0,61.0,84.0,73.0,73.0,0.0,0.0,0.0,0.0
Mounds View ALC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,82.0
Mounds View Adult Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Mounds View Bridges Program,0.0,0.0,0.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mounds View Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,459.0,490.0,483.0
Mountain Iron-Buhl Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,48.0,51.0,36.0,38.0,42.0
Mountain Lake Elementary,21.0,35.0,22.0,30.0,42.0,31.0,41.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Lake Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,41.0,44.0,42.0,35.0
Moving Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Murdock Elementary,4.0,48.0,62.0,49.0,75.0,53.0,52.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
Murray County Central High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,56.0,47.0,62.0,49.0,50.0
Murray Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,186.0,189.0,0.0,0.0,0.0,0.0
Myers-Wilkins Elementary,0.0,48.0,47.0,59.0,58.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0
NEW ULM MIDDLE SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,158.0,163.0,147.0,141.0,0.0,0.0,0.0,0.0
NLA-Carlton,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,3.0,6.0,7.0,1.0,0.0
NLC Transition Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
NORTH BRANCH AREA EDUCATION CENTER,56.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOVA CLASSICAL ACADEMY UPPER SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,83.0,79.0,73.0,78.0,73.0,64.0
